GEOID,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
47001020700,2004,207.0,"Anderson County, Tennessee",1995.0,23.71,26.78,229.0,19625.0,41200.0,18.0,97.84,0.05,1.45,0.15,0.15,0.0,0.2,0.15,194.0,5.0,3.0,1.55,2.58,0,0,1
47001020700,2005,207.0,"Anderson County, Tennessee",1563.0,7.29,15.76,350.0,26771.0,56700.0,24.3,96.48,0.0,0.0,3.52,0.0,0.0,0.0,0.0,191.0,8.0,6.0,3.15,4.2,0,0,1
47001020700,2006,207.0,"Anderson County, Tennessee",1563.0,7.29,15.76,350.0,26771.0,56700.0,24.3,96.48,0.0,0.0,3.52,0.0,0.0,0.0,0.0,187.0,3.0,3.0,1.6,1.6,0,0,1
47001020700,2007,207.0,"Anderson County, Tennessee",1563.0,7.29,15.76,350.0,26771.0,56700.0,24.3,96.48,0.0,0.0,3.52,0.0,0.0,0.0,0.0,184.0,4.0,4.0,2.18,2.18,0,0,1
47001020700,2008,207.0,"Anderson County, Tennessee",1563.0,7.29,15.76,350.0,26771.0,56700.0,24.3,96.48,0.0,0.0,3.52,0.0,0.0,0.0,0.0,181.0,3.0,3.0,1.66,1.66,0,0,1
47001020700,2009,207.0,"Anderson County, Tennessee",1563.0,7.29,15.76,350.0,26771.0,56700.0,24.3,96.48,0.0,0.0,3.52,0.0,0.0,0.0,0.0,177.0,,,,,0,0,0
47001020800,2000,208.0,"Anderson County, Tennessee",4889.0,20.7,31.38,314.0,24885.0,74700.0,28.3,98.43,0.2,0.39,0.2,0.12,0.0,0.65,0.0,633.0,6.0,6.0,0.95,0.95,0,0,1
47001020800,2001,208.0,"Anderson County, Tennessee",4889.0,20.7,31.38,314.0,24885.0,74700.0,28.3,98.43,0.2,0.39,0.2,0.12,0.0,0.65,0.0,629.0,11.0,7.0,1.11,1.75,0,0,1
47001020800,2002,208.0,"Anderson County, Tennessee",4889.0,20.7,31.38,314.0,24885.0,74700.0,28.3,98.43,0.2,0.39,0.2,0.12,0.0,0.65,0.0,626.0,15.0,11.0,1.76,2.4,0,0,1
47001020800,2003,208.0,"Anderson County, Tennessee",4889.0,20.7,31.38,314.0,24885.0,74700.0,28.3,98.43,0.2,0.39,0.2,0.12,0.0,0.65,0.0,622.0,16.0,13.0,2.09,2.57,0,0,1
47001020800,2004,208.0,"Anderson County, Tennessee",4889.0,20.7,31.38,314.0,24885.0,74700.0,28.3,98.43,0.2,0.39,0.2,0.12,0.0,0.65,0.0,619.0,19.0,11.0,1.78,3.07,0,0,1
47001020800,2005,208.0,"Anderson County, Tennessee",4637.0,4.7,31.89,479.0,24440.0,82100.0,28.3,97.63,0.0,1.57,0.0,0.0,0.0,0.63,0.17,615.0,22.0,18.0,2.93,3.58,0,0,1
47001020800,2006,208.0,"Anderson County, Tennessee",4637.0,4.7,31.89,479.0,24440.0,82100.0,28.3,97.63,0.0,1.57,0.0,0.0,0.0,0.63,0.17,611.0,29.0,29.0,4.74,4.74,0,0,1
47001020800,2007,208.0,"Anderson County, Tennessee",4637.0,4.7,31.89,479.0,24440.0,82100.0,28.3,97.63,0.0,1.57,0.0,0.0,0.0,0.63,0.17,608.0,28.0,26.0,4.28,4.61,0,0,1
