GEOID,year,renter-occupied-households,eviction-filings,eviction-filings-imp,eviction-filings-non-imp,evictions,evictions-imp,evictions-non-imp,eviction-rate,eviction-filing-rate,imputed,subbed,low-flag
01035,2011,1395,13.0,0.0,13.0,9.0,0.0,9.0,0.65,0.93,0,0,0
01035,2012,1403,19.0,0.0,19.0,12.0,0.0,12.0,0.86,1.35,0,0,0
01035,2013,1412,23.0,2.0,21.0,16.0,2.0,14.0,1.13,1.63,0,0,0
01035,2014,1420,17.0,1.0,16.0,7.0,1.0,6.0,0.49,1.2,0,0,0
01035,2015,1428,25.0,4.0,21.0,16.0,2.0,14.0,1.12,1.75,0,0,0
01035,2016,1436,31.0,4.0,27.0,16.0,2.0,14.0,1.11,2.16,0,0,0
01037,2000,712,2.0,1.0,1.0,2.0,1.0,1.0,0.28,0.28,0,0,0
01037,2001,736,10.0,7.0,3.0,6.0,4.0,2.0,0.82,1.36,0,0,0
01037,2002,759,5.0,2.0,3.0,1.0,0.0,1.0,0.13,0.66,0,0,0
01037,2003,783,8.0,5.0,3.0,8.0,5.0,3.0,1.02,1.02,0,0,0
01037,2004,806,3.0,3.0,0.0,1.0,1.0,0.0,0.12,0.37,0,0,0
01037,2005,830,1.0,1.0,0.0,1.0,1.0,0.0,0.12,0.12,0,0,0
01037,2006,854,4.0,2.0,2.0,4.0,2.0,2.0,0.47,0.47,0,0,0
01037,2007,877,5.0,1.0,4.0,5.0,1.0,4.0,0.57,0.57,0,0,0
01037,2008,901,16.0,9.0,7.0,8.0,4.0,4.0,0.89,1.78,0,0,0
01037,2009,924,4.0,3.0,1.0,4.0,3.0,1.0,0.43,0.43,0,0,0
01037,2010,948,10.0,4.0,6.0,10.0,4.0,6.0,1.05,1.05,0,0,0
01037,2011,954,12.0,8.0,4.0,10.0,7.0,3.0,1.05,1.26,0,0,0
01037,2012,960,4.0,3.0,1.0,4.0,3.0,1.0,0.42,0.42,0,0,0
01037,2013,966,7.0,2.0,5.0,2.0,0.0,2.0,0.21,0.72,0,0,0
01037,2014,972,13.0,1.0,12.0,10.0,1.0,9.0,1.03,1.34,0,0,0
01037,2015,978,13.0,4.0,9.0,11.0,4.0,7.0,1.12,1.33,0,0,0
01037,2016,984,22.0,7.0,15.0,16.0,5.0,11.0,1.63,2.24,0,0,0
01039,2000,3485,,,,,,,,,0,0,0
01039,2001,3542,58.0,16.0,42.0,42.0,12.0,30.0,1.19,1.64,0,0,0
01039,2002,3598,66.0,20.0,46.0,55.0,15.0,40.0,1.53,1.83,0,0,0
01039,2003,3655,55.0,11.0,44.0,27.0,5.0,22.0,0.74,1.5,0,0,0
01039,2004,3711,31.0,4.0,27.0,20.0,3.0,17.0,0.54,0.84,0,0,1
01039,2005,3768,72.0,9.0,63.0,65.0,9.0,56.0,1.73,1.91,0,0,0
01039,2006,3825,72.0,18.0,54.0,62.0,16.0,46.0,1.62,1.88,0,0,0
01039,2007,3881,75.0,7.0,68.0,33.0,3.0,30.0,0.85,1.93,0,0,0
01039,2008,3938,67.0,11.0,56.0,51.0,9.0,42.0,1.3,1.7,0,0,0
01039,2009,3994,62.0,4.0,58.0,41.0,3.0,38.0,1.03,1.55,0,0,0
01039,2010,4051,52.0,7.0,45.0,49.0,7.0,42.0,1.21,1.28,0,0,0
01039,2011,4113,91.0,8.0,83.0,69.0,7.0,62.0,1.68,2.21,0,0,0
01039,2012,4174,84.0,3.0,81.0,47.0,1.0,46.0,1.13,2.01,0,0,0
01039,2013,4236,85.0,5.0,80.0,38.0,1.0,37.0,0.9,2.01,0,0,0
01039,2014,4298,94.0,8.0,86.0,61.0,8.0,53.0,1.42,2.19,0,0,0
01039,2015,4359,118.0,11.0,107.0,58.0,4.0,54.0,1.33,2.71,0,0,0
01039,2016,4421,118.0,9.0,109.0,56.0,4.0,52.0,1.27,2.67,0,0,0
01041,2000,1300,5.0,1.0,4.0,3.0,1.0,2.0,0.23,0.38,0,0,0
01041,2001,1321,7.0,3.0,4.0,6.0,3.0,3.0,0.45,0.53,0,0,0
01041,2002,1342,13.0,0.0,13.0,11.0,0.0,11.0,0.82,0.97,0,0,0
01041,2003,1363,15.0,5.0,10.0,11.0,4.0,7.0,0.81,1.1,0,0,0
01041,2004,1384,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.29,0,0,0
01041,2005,1406,5.0,0.0,5.0,5.0,0.0,5.0,0.36,0.36,0,0,0
01041,2006,1427,4.0,0.0,4.0,2.0,0.0,2.0,0.14,0.28,0,0,0
01041,2007,1448,17.0,3.0,14.0,13.0,2.0,11.0,0.9,1.17,0,0,0
01041,2008,1469,13.0,2.0,11.0,9.0,2.0,7.0,0.61,0.89,0,0,0
01041,2009,1490,12.0,4.0,8.0,12.0,4.0,8.0,0.81,0.81,0,0,0
01041,2010,1511,11.0,0.0,11.0,11.0,0.0,11.0,0.73,0.73,0,0,0
01041,2011,1534,12.0,1.0,11.0,10.0,1.0,9.0,0.65,0.78,0,0,0
01041,2012,1557,4.0,1.0,3.0,3.0,1.0,2.0,0.19,0.26,0,0,0
01041,2013,1580,11.0,3.0,8.0,8.0,3.0,5.0,0.51,0.7,0,0,0
01041,2014,1602,19.0,7.0,12.0,12.0,3.0,9.0,0.75,1.19,0,0,0
01041,2015,1625,29.0,6.0,23.0,25.0,5.0,20.0,1.54,1.78,0,0,0
01041,2016,1648,21.0,8.0,13.0,15.0,5.0,10.0,0.91,1.27,0,0,0
01043,2000,6744,,,,,,,,,0,0,0
01043,2001,6867,170.0,12.0,158.0,93.0,6.0,87.0,1.35,2.48,0,0,0
01043,2002,6989,161.0,16.0,145.0,113.0,8.0,105.0,1.62,2.3,0,0,0
01043,2003,7112,141.0,14.0,127.0,86.0,7.0,79.0,1.21,1.98,0,0,0
01043,2004,7234,101.0,8.0,93.0,66.0,6.0,60.0,0.91,1.4,0,0,0
01043,2005,7357,136.0,13.0,123.0,120.0,12.0,108.0,1.63,1.85,0,0,0
01043,2006,7480,90.0,13.0,77.0,67.0,7.0,60.0,0.9,1.2,0,0,0
01043,2007,7602,103.0,11.0,92.0,70.0,8.0,62.0,0.92,1.35,0,0,0
01043,2008,7725,111.0,12.0,99.0,65.0,6.0,59.0,0.84,1.44,0,0,0
01043,2009,7847,114.0,4.0,110.0,62.0,4.0,58.0,0.79,1.45,0,0,0
01043,2010,7970,114.0,7.0,107.0,73.0,4.0,69.0,0.92,1.43,0,0,0
01043,2011,8085,125.0,9.0,116.0,86.0,6.0,80.0,1.06,1.55,0,0,0
01043,2012,8199,132.0,9.0,123.0,74.0,1.0,73.0,0.9,1.61,0,0,0
01043,2013,8314,158.0,11.0,147.0,101.0,9.0,92.0,1.21,1.9,0,0,0
01043,2014,8429,147.0,13.0,134.0,80.0,10.0,70.0,0.95,1.74,0,0,0
01043,2015,8543,194.0,19.0,175.0,113.0,11.0,102.0,1.32,2.27,0,0,0
01043,2016,8658,175.0,14.0,161.0,121.0,9.0,112.0,1.4,2.02,0,0,0
01045,2000,6738,,,,,,,,,0,0,0
01045,2001,6836,83.0,26.0,57.0,53.0,19.0,34.0,0.78,1.21,0,0,0
01045,2002,6934,117.0,19.0,98.0,67.0,9.0,58.0,0.97,1.69,0,0,0
01045,2003,7031,68.0,16.0,52.0,30.0,7.0,23.0,0.43,0.97,0,0,0
01045,2004,7129,93.0,12.0,81.0,85.0,12.0,73.0,1.19,1.3,0,0,0
01045,2005,7227,155.0,15.0,140.0,70.0,6.0,64.0,0.97,2.14,0,0,0
01045,2006,7325,122.0,11.0,111.0,78.0,6.0,72.0,1.06,1.67,0,0,0
01045,2007,7423,146.0,13.0,133.0,65.0,8.0,57.0,0.88,1.97,0,0,0
01045,2008,7520,132.0,15.0,117.0,93.0,12.0,81.0,1.24,1.76,0,0,0
01045,2009,7618,126.0,7.0,119.0,74.0,5.0,69.0,0.97,1.65,0,0,0
01045,2010,7716,127.0,12.0,115.0,80.0,6.0,74.0,1.04,1.65,0,0,0
01045,2011,7756,98.0,7.0,91.0,50.0,3.0,47.0,0.64,1.26,0,0,1
01045,2012,7795,134.0,12.0,122.0,77.0,7.0,70.0,0.99,1.72,0,0,0
01045,2013,7835,140.0,4.0,136.0,80.0,3.0,77.0,1.02,1.79,0,0,0
01045,2014,7875,127.0,14.0,113.0,83.0,6.0,77.0,1.05,1.61,0,0,0
01045,2015,7914,130.0,9.0,121.0,98.0,4.0,94.0,1.24,1.64,0,0,0
01045,2016,7954,183.0,18.0,165.0,134.0,16.0,118.0,1.68,2.3,0,0,0
01047,2000,6117,,,,,,,,,0,0,0
01047,2001,6146,117.0,17.0,100.0,48.0,5.0,43.0,0.78,1.9,0,0,0
01047,2002,6176,102.0,8.0,94.0,18.0,1.0,17.0,0.29,1.65,0,0,0
01047,2003,6205,115.0,17.0,98.0,15.0,2.0,13.0,0.24,1.85,0,0,0
01047,2004,6235,89.0,7.0,82.0,4.0,0.0,4.0,0.06,1.43,0,0,0
01047,2005,6264,102.0,64.0,38.0,28.0,2.0,26.0,0.45,1.63,1,0,1
01047,2006,6293,101.0,20.0,81.0,24.0,6.0,18.0,0.38,1.6,0,0,0
01047,2007,6323,139.0,15.0,124.0,105.0,9.0,96.0,1.66,2.2,0,0,0
01047,2008,6352,173.0,25.0,148.0,139.0,19.0,120.0,2.19,2.72,0,0,0
01047,2009,6382,137.0,16.0,121.0,95.0,12.0,83.0,1.49,2.15,0,0,0
01047,2010,6411,156.0,16.0,140.0,111.0,12.0,99.0,1.73,2.43,0,0,0
01047,2011,6425,129.0,17.0,112.0,91.0,11.0,80.0,1.42,2.01,0,0,1
01047,2012,6439,159.0,20.0,139.0,82.0,11.0,71.0,1.27,2.47,0,0,0
01047,2013,6453,114.0,9.0,105.0,78.0,7.0,71.0,1.21,1.77,0,0,0
01047,2014,6466,140.0,15.0,125.0,73.0,9.0,64.0,1.13,2.17,0,0,0
01047,2015,6480,140.0,22.0,118.0,81.0,11.0,70.0,1.25,2.16,0,0,0
01047,2016,6494,164.0,18.0,146.0,81.0,11.0,70.0,1.25,2.53,0,0,0
01049,2000,5346,56.0,8.0,48.0,13.0,1.0,12.0,0.24,1.05,0,0,0
01049,2001,5477,73.0,7.0,66.0,36.0,3.0,33.0,0.66,1.33,0,0,0
01049,2002,5608,84.0,19.0,65.0,45.0,14.0,31.0,0.8,1.5,0,0,0
01049,2003,5740,69.0,12.0,57.0,32.0,7.0,25.0,0.56,1.2,0,0,0
01049,2004,5871,57.0,8.0,49.0,11.0,2.0,9.0,0.19,0.97,0,0,0
01049,2005,6002,50.0,6.0,44.0,21.0,2.0,19.0,0.35,0.83,0,0,0
01049,2006,6133,81.0,13.0,68.0,42.0,9.0,33.0,0.68,1.32,0,0,0
01049,2007,6264,68.0,7.0,61.0,35.0,4.0,31.0,0.56,1.09,0,0,0
01049,2008,6396,91.0,11.0,80.0,50.0,7.0,43.0,0.78,1.42,0,0,0
01049,2009,6527,77.0,12.0,65.0,42.0,8.0,34.0,0.64,1.18,0,0,0
01049,2010,6658,83.0,14.0,69.0,45.0,8.0,37.0,0.68,1.25,0,0,0
01049,2011,6728,84.0,9.0,75.0,44.0,3.0,41.0,0.65,1.25,0,0,0
01049,2012,6798,86.0,14.0,72.0,52.0,11.0,41.0,0.76,1.27,0,0,0
01049,2013,6869,79.0,10.0,69.0,46.0,4.0,42.0,0.67,1.15,0,0,0
01049,2014,6939,116.0,14.0,102.0,69.0,8.0,61.0,0.99,1.67,0,0,0
01049,2015,7009,100.0,15.0,85.0,60.0,11.0,49.0,0.86,1.43,0,0,0
01049,2016,7079,134.0,21.0,113.0,82.0,14.0,68.0,1.16,1.89,0,0,0
01051,2000,4244,,,,,,,,,0,0,0
01051,2001,4461,169.0,6.0,163.0,63.0,1.0,62.0,1.41,3.79,0,0,0
01051,2002,4679,153.0,6.0,147.0,37.0,1.0,36.0,0.79,3.27,0,0,0
01051,2003,4896,175.0,13.0,162.0,28.0,3.0,25.0,0.57,3.57,0,0,0
01051,2004,5114,,,,,,,,,0,0,0
01051,2005,5331,,,,,,,,,0,0,0
01051,2006,5549,,,,,,,,,0,0,0
01051,2007,5766,150.0,19.0,131.0,82.0,12.0,70.0,1.42,2.6,0,0,0
01051,2008,5984,182.0,19.0,163.0,98.0,11.0,87.0,1.64,3.04,0,0,0
01051,2009,6201,157.0,17.0,140.0,110.0,7.0,103.0,1.77,2.53,0,0,0
01051,2010,6419,113.0,14.0,99.0,87.0,12.0,75.0,1.36,1.76,0,0,0
01051,2011,6528,164.0,25.0,139.0,111.0,18.0,93.0,1.7,2.51,0,0,0
01051,2012,6637,207.0,28.0,179.0,135.0,16.0,119.0,2.03,3.12,0,0,0
01051,2013,6746,225.0,45.0,180.0,152.0,30.0,122.0,2.25,3.34,0,0,0
01051,2014,6854,252.0,26.0,226.0,161.0,17.0,144.0,2.35,3.68,0,0,0
01051,2015,6963,219.0,30.0,189.0,122.0,14.0,108.0,1.75,3.15,0,0,0
01051,2016,7072,214.0,22.0,192.0,142.0,13.0,129.0,2.01,3.03,0,0,0
01053,2000,3275,36.0,1.0,35.0,9.0,0.0,9.0,0.27,1.1,0,0,0
01053,2001,3335,58.0,5.0,53.0,8.0,2.0,6.0,0.24,1.74,0,0,0
01053,2002,3394,52.0,5.0,47.0,14.0,0.0,14.0,0.41,1.53,0,0,0
01053,2003,3454,73.0,7.0,66.0,17.0,2.0,15.0,0.49,2.11,0,0,0
01053,2004,3514,53.0,6.0,47.0,14.0,0.0,14.0,0.4,1.51,0,0,0
01053,2005,3574,88.0,3.0,85.0,60.0,0.0,60.0,1.68,2.46,0,0,0
01053,2006,3633,74.0,3.0,71.0,51.0,2.0,49.0,1.4,2.04,0,0,0
01053,2007,3693,96.0,8.0,88.0,62.0,5.0,57.0,1.68,2.6,0,0,0
01053,2008,3753,86.0,12.0,74.0,59.0,8.0,51.0,1.57,2.29,0,0,0
01053,2009,3812,85.0,8.0,77.0,40.0,1.0,39.0,1.05,2.23,0,0,0
01053,2010,3872,65.0,5.0,60.0,36.0,4.0,32.0,0.93,1.68,0,0,0
01053,2011,3919,108.0,13.0,95.0,57.0,9.0,48.0,1.45,2.76,0,0,0
01053,2012,3966,64.0,2.0,62.0,41.0,1.0,40.0,1.03,1.61,0,0,0
01053,2013,4014,70.0,10.0,60.0,47.0,8.0,39.0,1.17,1.74,0,0,0
01053,2014,4061,72.0,7.0,65.0,40.0,3.0,37.0,0.99,1.77,0,0,0
01053,2015,4108,75.0,15.0,60.0,45.0,10.0,35.0,1.1,1.83,0,0,0
01053,2016,4155,95.0,5.0,90.0,56.0,4.0,52.0,1.35,2.29,0,0,0
01055,2000,10655,,,,,,,,,0,0,0
01055,2001,10758,487.0,12.0,475.0,233.0,5.0,228.0,2.17,4.53,0,0,0
01055,2002,10862,493.0,11.0,482.0,211.0,3.0,208.0,1.94,4.54,0,0,0
01055,2003,10965,528.0,18.0,510.0,311.0,13.0,298.0,2.84,4.82,0,0,0
01055,2004,11068,444.0,9.0,435.0,220.0,3.0,217.0,1.99,4.01,0,0,0
01055,2005,11172,477.0,10.0,467.0,240.0,5.0,235.0,2.15,4.27,0,0,0
01055,2006,11275,548.0,21.0,527.0,416.0,12.0,404.0,3.69,4.86,0,0,0
01055,2007,11378,552.0,32.0,520.0,247.0,10.0,237.0,2.17,4.85,0,0,0
01055,2008,11481,673.0,18.0,655.0,376.0,10.0,366.0,3.27,5.86,0,0,0
01055,2009,11585,459.0,15.0,444.0,284.0,8.0,276.0,2.45,3.96,0,0,0
01055,2010,11688,569.0,18.0,551.0,379.0,9.0,370.0,3.24,4.87,0,0,0
01055,2011,11788,625.0,26.0,599.0,389.0,21.0,368.0,3.3,5.3,0,0,0
01055,2012,11887,582.0,28.0,554.0,390.0,14.0,376.0,3.28,4.9,0,0,0
01055,2013,11987,664.0,47.0,617.0,421.0,29.0,392.0,3.51,5.54,0,0,0
01055,2014,12087,693.0,45.0,648.0,457.0,29.0,428.0,3.78,5.73,0,0,0
01055,2015,12186,648.0,54.0,594.0,441.0,35.0,406.0,3.62,5.32,0,0,0
01055,2016,12286,634.0,28.0,606.0,434.0,18.0,416.0,3.53,5.16,0,0,0
01057,2000,1699,10.0,2.0,8.0,7.0,2.0,5.0,0.41,0.59,0,0,0
01057,2001,1712,18.0,1.0,17.0,8.0,0.0,8.0,0.47,1.05,0,0,0
01057,2002,1725,15.0,2.0,13.0,3.0,0.0,3.0,0.17,0.87,0,0,0
01057,2003,1738,28.0,5.0,23.0,13.0,2.0,11.0,0.75,1.61,0,0,0
01057,2004,1751,17.0,0.0,17.0,10.0,0.0,10.0,0.57,0.97,0,0,0
01057,2005,1764,10.0,0.0,10.0,2.0,0.0,2.0,0.11,0.57,0,0,0
01057,2006,1777,14.0,0.0,14.0,4.0,0.0,4.0,0.23,0.79,0,0,0
01057,2007,1790,21.0,1.0,20.0,12.0,0.0,12.0,0.67,1.17,0,0,0
01057,2008,1803,13.0,1.0,12.0,9.0,1.0,8.0,0.5,0.72,0,0,0
01057,2009,1816,15.0,1.0,14.0,12.0,1.0,11.0,0.66,0.83,0,0,0
01057,2010,1829,21.0,1.0,20.0,15.0,1.0,14.0,0.82,1.15,0,0,0
01057,2011,1845,12.0,1.0,11.0,8.0,0.0,8.0,0.43,0.65,0,0,0
01057,2012,1861,11.0,0.0,11.0,7.0,0.0,7.0,0.38,0.59,0,0,0
01057,2013,1877,17.0,2.0,15.0,11.0,0.0,11.0,0.59,0.91,0,0,0
01057,2014,1893,26.0,1.0,25.0,16.0,1.0,15.0,0.85,1.37,0,0,0
01057,2015,1909,20.0,1.0,19.0,11.0,1.0,10.0,0.58,1.05,0,0,0
01057,2016,1925,17.0,0.0,17.0,11.0,0.0,11.0,0.57,0.88,0,0,0
01059,2000,3155,11.0,3.0,8.0,8.0,2.0,6.0,0.25,0.35,0,0,1
01059,2001,3210,38.0,7.0,31.0,17.0,2.0,15.0,0.53,1.18,0,0,0
01059,2002,3265,33.0,2.0,31.0,9.0,0.0,9.0,0.28,1.01,0,0,0
01059,2003,3320,60.0,11.0,49.0,12.0,1.0,11.0,0.36,1.81,0,0,0
01059,2004,3375,24.0,4.0,20.0,4.0,2.0,2.0,0.12,0.71,0,0,0
01059,2005,3430,25.0,4.0,21.0,11.0,2.0,9.0,0.32,0.73,0,0,0
01059,2006,3485,46.0,10.0,36.0,12.0,2.0,10.0,0.34,1.32,0,0,0
01059,2007,3540,42.0,9.0,33.0,22.0,6.0,16.0,0.62,1.19,0,0,0
01059,2008,3595,61.0,13.0,48.0,37.0,8.0,29.0,1.03,1.7,0,0,0
01059,2009,3650,38.0,4.0,34.0,21.0,2.0,19.0,0.58,1.04,0,0,0
01059,2010,3705,39.0,8.0,31.0,27.0,4.0,23.0,0.73,1.05,0,0,0
01059,2011,3726,43.0,11.0,32.0,20.0,5.0,15.0,0.54,1.15,0,0,0
01059,2012,3746,41.0,13.0,28.0,21.0,7.0,14.0,0.56,1.09,0,0,0
01059,2013,3767,60.0,13.0,47.0,41.0,11.0,30.0,1.09,1.59,0,0,0
01059,2014,3787,61.0,14.0,47.0,36.0,9.0,27.0,0.95,1.61,0,0,0
01059,2015,3808,59.0,11.0,48.0,45.0,9.0,36.0,1.18,1.55,0,0,0
01059,2016,3828,54.0,8.0,46.0,33.0,6.0,27.0,0.86,1.41,0,0,0
01061,2000,2037,32.0,9.0,23.0,21.0,6.0,15.0,1.03,1.57,0,0,0
01061,2001,2108,38.0,11.0,27.0,12.0,5.0,7.0,0.57,1.8,0,0,0
01061,2002,2180,45.0,12.0,33.0,8.0,1.0,7.0,0.37,2.06,0,0,0
01061,2003,2251,40.0,10.0,30.0,12.0,3.0,9.0,0.53,1.78,0,0,0
01061,2004,2322,47.0,11.0,36.0,17.0,5.0,12.0,0.73,2.02,0,0,0
01061,2005,2393,47.0,2.0,45.0,14.0,0.0,14.0,0.59,1.96,0,0,0
01061,2006,2464,61.0,10.0,51.0,36.0,8.0,28.0,1.46,2.48,0,0,0
01061,2007,2535,58.0,6.0,52.0,41.0,2.0,39.0,1.62,2.29,0,0,0
01061,2008,2607,76.0,8.0,68.0,66.0,8.0,58.0,2.53,2.92,0,0,0
01061,2009,2678,62.0,7.0,55.0,38.0,4.0,34.0,1.42,2.32,0,0,0
01061,2010,2749,48.0,7.0,41.0,27.0,3.0,24.0,0.98,1.75,0,0,0
01061,2011,2782,57.0,6.0,51.0,24.0,3.0,21.0,0.86,2.05,0,0,0
01061,2012,2815,41.0,8.0,33.0,32.0,7.0,25.0,1.14,1.46,0,0,0
01061,2013,2849,31.0,6.0,25.0,18.0,2.0,16.0,0.63,1.09,0,0,0
01061,2014,2882,56.0,10.0,46.0,44.0,10.0,34.0,1.53,1.94,0,0,0
01061,2015,2915,43.0,9.0,34.0,34.0,7.0,27.0,1.17,1.48,0,0,0
01061,2016,2948,55.0,6.0,49.0,33.0,4.0,29.0,1.12,1.87,0,0,0
01063,2000,959,15.0,6.0,9.0,5.0,2.0,3.0,0.52,1.56,0,0,1
01063,2001,965,35.0,12.0,23.0,14.0,8.0,6.0,1.45,3.63,0,0,0
01063,2002,972,78.0,18.0,60.0,6.0,3.0,3.0,0.62,8.03,0,0,0
01063,2003,978,68.0,16.0,52.0,29.0,10.0,19.0,2.97,6.95,0,0,0
01063,2004,984,60.0,16.0,44.0,19.0,4.0,15.0,1.93,6.1,0,0,0
01063,2005,991,38.0,17.0,21.0,26.0,13.0,13.0,2.62,3.84,0,0,0
01063,2006,997,22.0,8.0,14.0,18.0,7.0,11.0,1.81,2.21,0,0,0
01063,2007,1003,16.0,9.0,7.0,11.0,6.0,5.0,1.1,1.6,0,0,0
01063,2008,1009,25.0,12.0,13.0,21.0,12.0,9.0,2.08,2.48,0,0,0
01063,2009,1016,16.0,3.0,13.0,12.0,2.0,10.0,1.18,1.58,0,0,0
01063,2010,1022,16.0,7.0,9.0,10.0,4.0,6.0,0.98,1.57,0,0,0
01063,2011,1033,16.0,5.0,11.0,9.0,1.0,8.0,0.87,1.55,0,0,0
01063,2012,1045,28.0,19.0,9.0,20.0,14.0,6.0,1.91,2.68,0,0,0
01063,2013,1056,21.0,9.0,12.0,12.0,5.0,7.0,1.14,1.99,0,0,0
01063,2014,1067,18.0,7.0,11.0,12.0,4.0,8.0,1.12,1.69,0,0,0
01063,2015,1079,14.0,9.0,5.0,14.0,9.0,5.0,1.3,1.3,0,0,0
01063,2016,1090,17.0,11.0,6.0,17.0,11.0,6.0,1.56,1.56,0,0,0
01065,2000,1267,9.0,2.0,7.0,4.0,1.0,3.0,0.32,0.71,0,0,0
01065,2001,1284,25.0,8.0,17.0,11.0,3.0,8.0,0.86,1.95,0,0,0
01065,2002,1301,21.0,3.0,18.0,11.0,1.0,10.0,0.85,1.61,0,0,0
01065,2003,1318,33.0,6.0,27.0,23.0,4.0,19.0,1.75,2.5,0,0,0
01065,2004,1335,17.0,7.0,10.0,16.0,7.0,9.0,1.2,1.27,0,0,0
01065,2005,1352,3.0,0.0,3.0,3.0,0.0,3.0,0.22,0.22,0,0,0
01065,2006,1369,16.0,5.0,11.0,14.0,4.0,10.0,1.02,1.17,0,0,0
01065,2007,1386,41.0,8.0,33.0,27.0,5.0,22.0,1.95,2.96,0,0,0
01065,2008,1403,23.0,8.0,15.0,15.0,6.0,9.0,1.07,1.64,0,0,0
01065,2009,1420,26.0,7.0,19.0,17.0,5.0,12.0,1.2,1.83,0,0,0
01065,2010,1437,10.0,0.0,10.0,9.0,0.0,9.0,0.63,0.7,0,0,0
01065,2011,1455,19.0,7.0,12.0,15.0,6.0,9.0,1.03,1.31,0,0,0
01065,2012,1473,23.0,8.0,15.0,14.0,5.0,9.0,0.95,1.56,0,0,0
01065,2013,1491,25.0,5.0,20.0,15.0,4.0,11.0,1.01,1.68,0,0,0
01065,2014,1509,29.0,4.0,25.0,12.0,2.0,10.0,0.8,1.92,0,0,0
01065,2015,1527,33.0,4.0,29.0,12.0,1.0,11.0,0.79,2.16,0,0,0
01065,2016,1545,36.0,8.0,28.0,27.0,6.0,21.0,1.75,2.33,0,0,0
01067,2000,1246,13.0,7.0,6.0,4.0,3.0,1.0,0.32,1.04,0,0,0
01067,2001,1272,26.0,16.0,10.0,10.0,6.0,4.0,0.79,2.04,0,0,0
01067,2002,1298,26.0,8.0,18.0,10.0,3.0,7.0,0.77,2.0,0,0,0
01067,2003,1325,11.0,3.0,8.0,3.0,1.0,2.0,0.23,0.83,0,0,0
01067,2004,1351,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07,0,0,0
01067,2005,1377,15.0,2.0,13.0,2.0,0.0,2.0,0.15,1.09,0,0,0
01067,2006,1403,18.0,2.0,16.0,8.0,0.0,8.0,0.57,1.28,0,0,0
01067,2007,1429,24.0,5.0,19.0,14.0,4.0,10.0,0.98,1.68,0,0,0
01067,2008,1456,21.0,1.0,20.0,15.0,1.0,14.0,1.03,1.44,0,0,0
01067,2009,1482,24.0,5.0,19.0,16.0,4.0,12.0,1.08,1.62,0,0,0
01067,2010,1508,16.0,6.0,10.0,12.0,5.0,7.0,0.8,1.06,0,0,0
01067,2011,1533,25.0,1.0,24.0,13.0,1.0,12.0,0.85,1.63,0,0,0
01067,2012,1559,17.0,3.0,14.0,10.0,1.0,9.0,0.64,1.09,0,0,0
01067,2013,1584,24.0,4.0,20.0,7.0,0.0,7.0,0.44,1.52,0,0,0
01067,2014,1609,14.0,4.0,10.0,10.0,3.0,7.0,0.62,0.87,0,0,0
01067,2015,1635,10.0,2.0,8.0,6.0,1.0,5.0,0.37,0.61,0,0,0
01067,2016,1660,17.0,5.0,12.0,11.0,3.0,8.0,0.66,1.02,0,0,0
01069,2000,10930,,,,,,,,,0,0,0
01069,2001,11241,302.0,32.0,270.0,111.0,13.0,98.0,0.99,2.69,0,0,0
01069,2002,11551,360.0,36.0,324.0,85.0,10.0,75.0,0.74,3.12,0,0,0
01069,2003,11862,282.0,37.0,245.0,80.0,13.0,67.0,0.67,2.38,0,0,1
01069,2004,12173,307.0,227.0,80.0,152.0,79.0,73.0,1.25,2.52,1,0,1
01069,2005,12484,332.0,12.0,320.0,275.0,10.0,265.0,2.2,2.66,0,0,1
01069,2006,12795,559.0,25.0,534.0,478.0,22.0,456.0,3.74,4.37,0,0,0
01069,2007,13106,607.0,18.0,589.0,373.0,9.0,364.0,2.85,4.63,0,0,0
01069,2008,13416,620.0,21.0,599.0,339.0,12.0,327.0,2.53,4.62,0,0,0
01069,2009,13727,601.0,24.0,577.0,316.0,12.0,304.0,2.3,4.38,0,0,0
01069,2010,14038,550.0,17.0,533.0,361.0,10.0,351.0,2.57,3.92,0,0,0
01069,2011,14240,332.0,15.0,317.0,280.0,11.0,269.0,1.97,2.33,0,0,1
01069,2012,14442,491.0,21.0,470.0,337.0,14.0,323.0,2.33,3.4,0,0,1
01069,2013,14644,494.0,19.0,475.0,298.0,13.0,285.0,2.04,3.37,0,0,0
01069,2014,14845,501.0,34.0,467.0,341.0,26.0,315.0,2.3,3.37,0,0,0
01069,2015,15047,458.0,65.0,393.0,317.0,43.0,274.0,2.11,3.04,0,0,0
01069,2016,15249,543.0,82.0,461.0,345.0,45.0,300.0,2.26,3.56,0,0,0
01071,2000,4773,,,,,,,,,0,0,0
01071,2001,4819,111.0,9.0,102.0,43.0,3.0,40.0,0.89,2.3,0,0,0
01071,2002,4866,88.0,12.0,76.0,25.0,3.0,22.0,0.51,1.81,0,0,0
01071,2003,4912,140.0,24.0,116.0,59.0,11.0,48.0,1.2,2.85,0,0,0
01071,2004,4959,78.0,7.0,71.0,29.0,2.0,27.0,0.58,1.57,0,0,0
01071,2005,5005,79.0,53.0,26.0,43.0,25.0,18.0,0.86,1.58,1,0,0
